"CONTIG","MB.VERYSENSTIVE","MB.SENSITIVE","MB.SUPERSPECIFIC","CORRELATION_ABUNDANCIES","KMEANS_ABUNDANCIES_90"
"A_C_D_contig_10518",25,26,33,3,76
"A_C_D_contig_10519",44,37,47,5,46
"A_C_D_contig_1052",33,33,41,3,76
"A_C_D_contig_10520",6,8,0,6,75
"A_C_D_contig_10521",0,0,0,6,71
"A_C_D_contig_10522",0,0,0,3,85
"A_C_D_contig_10523",25,26,33,3,76
"A_C_D_contig_10524",53,57,68,1,84
"A_C_D_contig_10525",0,0,0,8,25
"A_C_D_contig_10526",0,0,0,6,26
"A_C_D_contig_10527",46,45,57,8,36
"A_C_D_contig_10528",0,0,0,6,65
"A_C_D_contig_10529",54,51,63,6,54
"A_C_D_contig_1053",0,0,0,2,28
"A_C_D_contig_10530",0,0,0,6,8
"A_C_D_contig_10531",16,18,24,5,85
"A_C_D_contig_10532",79,83,97,5,42
"A_C_D_contig_10533",0,21,28,5,40
"A_C_D_contig_10534",18,20,23,3,50
"A_C_D_contig_10535",0,0,0,5,63
"A_C_D_contig_10536",0,0,0,6,6
"A_C_D_contig_10537",0,0,0,8,34
"A_C_D_contig_10538",0,0,0,6,40
"A_C_D_contig_10539",0,0,0,6,85
"A_C_D_contig_1054",0,0,0,3,35
"A_C_D_contig_10540",54,51,63,6,54
"A_C_D_contig_10541",15,17,20,4,29
"A_C_D_contig_10542",0,0,0,4,74
"A_C_D_contig_10543",82,0,0,3,7
"A_C_D_contig_10544",0,0,0,5,27
"A_C_D_contig_10545",0,0,0,5,42
"A_C_D_contig_10546",103,103,120,5,4
"A_C_D_contig_10547",0,0,0,5,63
"A_C_D_contig_10548",51,0,0,5,26
"A_C_D_contig_10549",48,43,55,3,31
"A_C_D_contig_1055",12,13,16,2,45
"A_C_D_contig_10550",0,0,0,3,36
"A_C_D_contig_10551",90,97,119,2,43
"A_C_D_contig_10552",67,71,77,6,90
"A_C_D_contig_10553",25,26,33,3,76
"A_C_D_contig_10554",70,75,84,5,27
"A_C_D_contig_10555",8,10,11,3,23
"A_C_D_contig_10556",101,92,0,2,28
"A_C_D_contig_10557",0,0,0,5,73
"A_C_D_contig_10558",0,0,0,6,26
"A_C_D_contig_10559",0,0,0,3,23
"A_C_D_contig_1056",0,0,0,3,32
"A_C_D_contig_10560",0,0,0,6,19
"A_C_D_contig_10561",25,26,33,3,76
"A_C_D_contig_10562",0,0,0,2,58
"A_C_D_contig_10563",0,0,0,5,4
"A_C_D_contig_10564",0,0,0,3,44
"A_C_D_contig_10565",0,0,0,4,51
"A_C_D_contig_10566",12,13,21,2,85
"A_C_D_contig_10567",0,0,0,3,47
"A_C_D_contig_10568",0,0,0,2,28
"A_C_D_contig_10569",100,92,106,2,52
"A_C_D_contig_1057",8,10,11,3,23
"A_C_D_contig_10570",0,0,0,2,48
"A_C_D_contig_10571",0,0,0,5,27
"A_C_D_contig_10572",26,27,45,3,88
"A_C_D_contig_10573",0,0,0,6,75
"A_C_D_contig_10574",79,83,97,5,42
"A_C_D_contig_10575",0,0,0,3,60
"A_C_D_contig_10576",11,12,14,3,23
"A_C_D_contig_10577",74,82,89,2,20
"A_C_D_contig_10578",61,65,76,3,15
"A_C_D_contig_10579",0,0,0,1,68
"A_C_D_contig_1058",9,11,12,2,23
"A_C_D_contig_10580",0,0,0,3,88
"A_C_D_contig_10581",0,0,0,4,3
"A_C_D_contig_10582",44,37,47,6,86
"A_C_D_contig_10583",88,92,106,2,43
"A_C_D_contig_10584",55,0,0,5,7
"A_C_D_contig_10585",0,0,0,2,28
"A_C_D_contig_10586",13,0,0,2,45
"A_C_D_contig_10587",77,80,85,1,80
"A_C_D_contig_10588",0,0,0,5,42
"A_C_D_contig_10589",88,92,122,2,28
"A_C_D_contig_1059",13,12,15,3,45
"A_C_D_contig_10590",51,53,62,6,13
"A_C_D_contig_10591",64,103,0,4,74
"A_C_D_contig_10592",44,54,58,8,7
"A_C_D_contig_10593",0,0,0,3,16
"A_C_D_contig_10594",12,13,21,2,45
"A_C_D_contig_10595",90,87,0,3,59
"A_C_D_contig_10596",0,0,0,5,1
"A_C_D_contig_10597",0,0,0,2,35
"A_C_D_contig_10598",52,71,77,6,90
"A_C_D_contig_10599",0,0,0,3,24
"A_C_D_contig_106",51,48,62,6,19
"A_C_D_contig_1060",6,2,2,6,2
"A_C_D_contig_10600",0,0,0,2,39
"A_C_D_contig_10601",0,0,0,3,81
"A_C_D_contig_10602",0,0,0,4,74
"A_C_D_contig_10603",0,0,0,5,68
"A_C_D_contig_10604",76,86,118,6,42
"A_C_D_contig_10605",13,12,18,3,45
"A_C_D_contig_10606",15,0,0,4,29
"A_C_D_contig_10607",54,51,63,6,61
"A_C_D_contig_10608",0,0,0,2,28
"A_C_D_contig_10609",95,104,117,3,59
"A_C_D_contig_1061",54,51,63,6,54
"A_C_D_contig_10610",40,39,87,2,88
"A_C_D_contig_10611",0,0,0,6,90
"A_C_D_contig_10612",0,0,0,6,3
"A_C_D_contig_10613",0,0,0,5,71
"A_C_D_contig_10614",39,38,46,5,3
"A_C_D_contig_10615",0,0,0,7,84
"A_C_D_contig_10616",0,0,0,3,59
"A_C_D_contig_10617",0,0,0,8,33
"A_C_D_contig_10618",0,0,0,5,4
"A_C_D_contig_10619",0,0,0,6,18
"A_C_D_contig_1062",6,6,8,6,75
"A_C_D_contig_10620",101,103,114,2,59
"A_C_D_contig_10621",11,12,15,3,16
"A_C_D_contig_10622",23,24,32,3,50
"A_C_D_contig_10623",0,0,0,1,80
"A_C_D_contig_10624",37,18,24,5,85
"A_C_D_contig_10625",12,13,16,2,16
"A_C_D_contig_10626",0,0,0,8,34
"A_C_D_contig_10627",79,83,97,5,42
"A_C_D_contig_10628",100,92,106,3,48
"A_C_D_contig_10629",53,52,65,1,38
"A_C_D_contig_1063",0,0,0,2,43
"A_C_D_contig_10630",53,52,65,1,38
"A_C_D_contig_10631",74,82,102,2,52
"A_C_D_contig_10632",0,0,0,5,27
"A_C_D_contig_10633",18,20,23,3,50
"A_C_D_contig_10634",0,0,0,3,36
"A_C_D_contig_10635",0,0,0,4,17
"A_C_D_contig_10636",0,0,0,6,71
"A_C_D_contig_10637",69,59,70,7,51
"A_C_D_contig_10638",0,0,0,8,22
"A_C_D_contig_10639",50,41,49,3,88
"A_C_D_contig_1064",12,13,16,2,23
"A_C_D_contig_10640",0,0,0,2,47
"A_C_D_contig_10641",0,19,22,8,1
"A_C_D_contig_10642",0,0,0,2,20
"A_C_D_contig_10643",0,0,0,8,25
"A_C_D_contig_10644",0,0,0,5,42
"A_C_D_contig_10645",0,0,0,6,19
"A_C_D_contig_10646",52,49,50,6,71
"A_C_D_contig_10647",106,114,128,3,28
"A_C_D_contig_10648",0,0,0,2,68
"A_C_D_contig_10649",69,69,86,2,20
"A_C_D_contig_1065",0,0,0,6,8
"A_C_D_contig_10650",42,50,52,1,3
"A_C_D_contig_10651",0,0,0,4,17
"A_C_D_contig_10652",0,0,0,5,27
"A_C_D_contig_10653",64,96,99,3,24
"A_C_D_contig_10654",0,0,0,3,59
"A_C_D_contig_10655",37,36,44,5,1
"A_C_D_contig_10656",37,36,44,5,1
"A_C_D_contig_10657",0,0,0,2,44
"A_C_D_contig_10658",63,68,75,5,86
"A_C_D_contig_10659",53,52,65,1,38
"A_C_D_contig_1066",58,59,70,5,7
"A_C_D_contig_10660",0,0,0,6,19
"A_C_D_contig_10661",0,0,0,3,12
"A_C_D_contig_10662",69,69,70,2,82
"A_C_D_contig_10663",0,0,0,2,20
"A_C_D_contig_10664",90,87,98,8,24
"A_C_D_contig_10665",0,0,0,8,72
"A_C_D_contig_10666",52,49,77,6,90
"A_C_D_contig_10667",0,0,0,3,48
"A_C_D_contig_10668",0,0,0,8,88
"A_C_D_contig_10669",0,0,0,6,6
"A_C_D_contig_1067",37,36,44,5,1
"A_C_D_contig_10670",0,0,0,8,29
"A_C_D_contig_10671",29,29,37,1,3
"A_C_D_contig_10672",29,29,37,1,38
"A_C_D_contig_10673",0,0,0,5,42
"A_C_D_contig_10674",0,0,0,8,53
"A_C_D_contig_10675",0,0,0,3,53
"A_C_D_contig_10676",0,0,0,1,84
"A_C_D_contig_10677",70,0,0,5,63
"A_C_D_contig_10678",0,0,0,5,46
"A_C_D_contig_10679",0,0,0,6,8
"A_C_D_contig_1068",4,4,6,1,62
"A_C_D_contig_10680",0,0,0,2,48
"A_C_D_contig_10681",0,0,0,3,24
"A_C_D_contig_10682",96,105,121,3,5
"A_C_D_contig_10683",67,71,77,6,90
"A_C_D_contig_10684",79,83,97,5,42
"A_C_D_contig_10685",25,31,38,2,47
"A_C_D_contig_10686",0,0,0,3,47
"A_C_D_contig_10687",0,0,0,2,70
"A_C_D_contig_10688",0,0,0,2,31
"A_C_D_contig_10689",0,0,0,6,13
"A_C_D_contig_1069",54,51,63,7,54
"A_C_D_contig_10690",69,69,86,2,41
"A_C_D_contig_10691",0,0,0,5,46
"A_C_D_contig_10692",0,0,0,4,79
"A_C_D_contig_10693",0,0,0,6,61
"A_C_D_contig_10694",49,47,60,6,86
"A_C_D_contig_10695",0,0,0,2,58
"A_C_D_contig_10696",0,0,0,5,4
"A_C_D_contig_10697",74,82,87,2,20
"A_C_D_contig_10698",77,80,85,1,80
"A_C_D_contig_10699",0,74,81,2,31
"A_C_D_contig_107",11,12,15,3,23
"A_C_D_contig_1070",8,10,11,3,23
"A_C_D_contig_10700",93,101,116,5,6
"A_C_D_contig_10701",79,83,97,5,42
"A_C_D_contig_10702",0,0,0,4,9
"A_C_D_contig_10703",0,0,0,6,6
"A_C_D_contig_10704",0,0,99,3,34
"A_C_D_contig_10705",69,69,86,2,31
"A_C_D_contig_10706",0,0,0,6,54
"A_C_D_contig_10707",83,76,109,3,70
"A_C_D_contig_10708",76,87,0,8,24
"A_C_D_contig_10709",77,0,68,1,74
"A_C_D_contig_1071",85,93,108,3,34
"A_C_D_contig_10710",90,112,0,5,63
"A_C_D_contig_10711",77,80,85,1,80
"A_C_D_contig_10712",0,0,0,8,36
"A_C_D_contig_10713",0,0,0,6,26
"A_C_D_contig_10714",0,0,0,3,47
"A_C_D_contig_10715",54,51,63,7,54
"A_C_D_contig_10716",0,0,0,2,9
"A_C_D_contig_10717",0,0,0,6,73
"A_C_D_contig_10718",0,0,0,2,48
"A_C_D_contig_10719",0,0,0,7,40
"A_C_D_contig_1072",0,0,0,3,48
"A_C_D_contig_10720",0,0,0,3,58
"A_C_D_contig_10721",74,74,81,2,41
"A_C_D_contig_10722",38,0,0,3,88
"A_C_D_contig_10723",0,0,0,8,25
"A_C_D_contig_10724",50,41,49,8,35
"A_C_D_contig_10725",0,0,0,6,10
"A_C_D_contig_10726",53,52,65,1,38
"A_C_D_contig_10727",0,0,0,6,40
"A_C_D_contig_10728",91,98,113,3,59
"A_C_D_contig_10729",0,0,0,5,86
"A_C_D_contig_1073",103,103,0,4,9
"A_C_D_contig_10730",35,35,43,3,47
"A_C_D_contig_10731",77,80,85,1,80
"A_C_D_contig_10732",0,0,0,7,83
"A_C_D_contig_10733",0,0,53,6,61
"A_C_D_contig_10734",46,45,57,5,36
"A_C_D_contig_10735",0,0,0,3,36
"A_C_D_contig_10736",0,0,0,3,85
"A_C_D_contig_10737",13,16,18,3,45
"A_C_D_contig_10738",10,8,0,6,65
"A_C_D_contig_10739",0,0,0,6,1
"A_C_D_contig_1074",0,0,0,8,11
"A_C_D_contig_10740",0,0,0,3,85
"A_C_D_contig_10741",0,0,0,1,69
"A_C_D_contig_10742",69,69,86,2,31
"A_C_D_contig_10743",0,0,0,5,63
"A_C_D_contig_10744",69,59,70,4,51
"A_C_D_contig_10745",11,12,15,3,16
"A_C_D_contig_10746",0,0,0,5,42
"A_C_D_contig_10747",0,0,0,3,36
"A_C_D_contig_10748",0,0,0,3,85
"A_C_D_contig_10749",8,10,11,3,23
"A_C_D_contig_1075",4,4,6,1,62
"A_C_D_contig_10750",7,9,14,3,23
"A_C_D_contig_10751",69,66,78,3,31
"A_C_D_contig_10752",17,14,19,7,29
"A_C_D_contig_10753",0,0,0,5,7
"A_C_D_contig_10754",0,0,0,5,86
"A_C_D_contig_10755",25,26,33,3,76
"A_C_D_contig_10756",0,0,0,6,83
"A_C_D_contig_10757",54,51,63,7,54
"A_C_D_contig_10758",0,0,0,8,36
"A_C_D_contig_10759",40,39,0,2,88
"A_C_D_contig_1076",10,8,13,6,65
"A_C_D_contig_10760",0,0,0,2,9
"A_C_D_contig_10761",0,0,0,5,46
"A_C_D_contig_10762",0,0,0,3,20
"A_C_D_contig_10763",0,0,0,5,4
"A_C_D_contig_10764",0,0,0,6,68
"A_C_D_contig_10765",58,59,70,8,24
"A_C_D_contig_10766",70,0,0,5,10
"A_C_D_contig_10767",0,0,0,8,35
"A_C_D_contig_10768",0,0,0,8,88
"A_C_D_contig_10769",0,0,0,8,7
"A_C_D_contig_1077",43,34,54,2,47
"A_C_D_contig_10770",69,69,86,2,31
"A_C_D_contig_10771",39,38,46,5,51
"A_C_D_contig_10772",103,114,128,5,68
"A_C_D_contig_10773",0,0,0,5,6
"A_C_D_contig_10774",73,77,90,3,41
"A_C_D_contig_10775",0,0,0,2,82
"A_C_D_contig_10776",0,0,0,2,58
"A_C_D_contig_10777",34,42,38,2,47
"A_C_D_contig_10778",0,0,0,2,34
"A_C_D_contig_10779",0,0,0,6,26
"A_C_D_contig_1078",5,5,7,3,87
"A_C_D_contig_10780",48,43,55,3,58
"A_C_D_contig_10781",0,0,0,6,65
"A_C_D_contig_10782",0,0,0,2,23
"A_C_D_contig_10783",0,0,0,8,88
"A_C_D_contig_10784",0,0,0,3,76
"A_C_D_contig_10785",0,0,0,3,87
"A_C_D_contig_10786",0,0,0,3,53
"A_C_D_contig_10787",0,0,0,3,16
"A_C_D_contig_10788",0,0,0,8,24
"A_C_D_contig_10789",0,0,0,3,43
"A_C_D_contig_1079",13,12,15,3,16
"A_C_D_contig_10790",0,0,0,8,33
"A_C_D_contig_10791",0,0,0,6,10
"A_C_D_contig_10792",49,47,60,5,86
"A_C_D_contig_10793",0,0,117,1,80
"A_C_D_contig_10794",50,41,49,3,88
"A_C_D_contig_10795",31,69,51,3,58
"A_C_D_contig_10796",74,82,89,2,20
"A_C_D_contig_10797",77,80,85,1,80
"A_C_D_contig_10798",0,0,0,2,31
"A_C_D_contig_10799",0,0,0,3,7
"A_C_D_contig_108",0,0,0,5,68
"A_C_D_contig_1080",101,92,122,2,28
"A_C_D_contig_10800",49,47,60,5,86
"A_C_D_contig_10801",0,0,0,5,89
"A_C_D_contig_10802",0,0,0,4,9
"A_C_D_contig_10803",46,45,57,8,88
"A_C_D_contig_10804",69,87,86,3,31
"A_C_D_contig_10805",0,0,0,3,30
"A_C_D_contig_10806",0,0,0,3,58
"A_C_D_contig_10807",57,60,73,3,24
"A_C_D_contig_10808",49,47,60,5,86
"A_C_D_contig_10809",0,0,0,1,55
"A_C_D_contig_1081",0,0,0,6,71
"A_C_D_contig_10810",0,0,0,2,39
"A_C_D_contig_10811",0,0,0,6,6
"A_C_D_contig_10812",0,0,0,2,43
"A_C_D_contig_10813",0,0,0,6,26
"A_C_D_contig_10814",11,12,14,2,23
"A_C_D_contig_10815",0,0,0,1,84
"A_C_D_contig_10816",101,103,0,8,68
"A_C_D_contig_10817",0,0,0,2,48
"A_C_D_contig_10818",94,102,109,3,70
"A_C_D_contig_10819",0,0,0,6,54
"A_C_D_contig_1082",31,30,40,3,88
"A_C_D_contig_10820",0,0,0,5,89
"A_C_D_contig_10821",38,0,0,3,50
"A_C_D_contig_10822",0,0,0,6,46
"A_C_D_contig_10823",79,0,0,5,42
"A_C_D_contig_10824",74,82,87,2,31
"A_C_D_contig_10825",0,0,0,5,63
"A_C_D_contig_10826",74,82,91,2,20
"A_C_D_contig_10827",79,83,97,5,42
"A_C_D_contig_10828",0,0,0,5,4
"A_C_D_contig_10829",88,103,100,2,52
"A_C_D_contig_1083",0,0,0,6,19
"A_C_D_contig_10830",0,0,0,8,25
"A_C_D_contig_10831",47,46,53,5,46
"A_C_D_contig_10832",0,0,0,1,29
"A_C_D_contig_10833",0,0,0,1,3
"A_C_D_contig_10834",0,0,0,5,46
"A_C_D_contig_10835",0,0,0,6,90
"A_C_D_contig_10836",19,19,22,8,85
"A_C_D_contig_10837",0,0,0,1,83
"A_C_D_contig_10838",0,0,0,8,7
"A_C_D_contig_10839",12,13,21,2,45
"A_C_D_contig_1084",19,19,22,3,85
"A_C_D_contig_10840",53,52,68,1,51
"A_C_D_contig_10841",44,54,58,6,86
"A_C_D_contig_10842",0,0,0,3,34
"A_C_D_contig_10843",0,0,0,3,85
"A_C_D_contig_10844",71,72,82,3,41
"A_C_D_contig_10845",0,0,0,2,58
"A_C_D_contig_10846",0,0,0,3,22
"A_C_D_contig_10847",49,0,60,6,90
"A_C_D_contig_10848",0,0,0,3,36
"A_C_D_contig_10849",0,0,0,2,31
"A_C_D_contig_1085",63,68,75,6,54
"A_C_D_contig_10850",54,51,63,7,54
"A_C_D_contig_10851",0,0,0,6,71
"A_C_D_contig_10852",0,103,0,4,79
"A_C_D_contig_10853",0,0,0,3,7
"A_C_D_contig_10854",0,0,0,5,27
"A_C_D_contig_10855",48,58,72,2,58
"A_C_D_contig_10856",0,0,0,5,46
"A_C_D_contig_10857",26,27,45,2,47
"A_C_D_contig_10858",27,23,31,4,39
"A_C_D_contig_10859",69,96,99,3,33
"A_C_D_contig_1086",6,6,8,6,75
"A_C_D_contig_10860",11,12,15,3,16
"A_C_D_contig_10861",38,0,0,3,35
"A_C_D_contig_10862",0,0,0,8,25
"A_C_D_contig_10863",0,0,0,1,38
"A_C_D_contig_10864",0,0,0,8,22
"A_C_D_contig_10865",79,83,97,5,42
"A_C_D_contig_10866",0,0,0,6,71
"A_C_D_contig_10867",0,0,0,8,85
"A_C_D_contig_10868",54,51,63,7,54
"A_C_D_contig_10869",46,45,57,8,36
"A_C_D_contig_1087",52,49,50,6,19
"A_C_D_contig_10870",64,66,78,2,52
"A_C_D_contig_10871",0,0,0,5,73
"A_C_D_contig_10872",0,0,0,2,31
"A_C_D_contig_10873",13,12,15,3,16
"A_C_D_contig_10874",54,51,63,7,54
"A_C_D_contig_10875",103,103,120,6,68
"A_C_D_contig_10876",8,10,11,3,23
"A_C_D_contig_10877",0,0,0,7,80
"A_C_D_contig_10878",50,61,0,8,7
"A_C_D_contig_10879",0,0,0,3,70
"A_C_D_contig_1088",0,0,0,2,60
"A_C_D_contig_10880",0,0,0,5,85
"A_C_D_contig_10881",0,0,0,6,86
"A_C_D_contig_10882",96,105,121,2,5
"A_C_D_contig_10883",96,105,121,2,59
"A_C_D_contig_10884",90,0,119,2,28
"A_C_D_contig_10885",0,0,0,3,33
"A_C_D_contig_10886",51,48,62,6,71
"A_C_D_contig_10887",67,71,77,6,90
"A_C_D_contig_10888",43,44,54,2,58
"A_C_D_contig_10889",0,0,0,2,9
"A_C_D_contig_1089",12,13,21,2,45
"A_C_D_contig_10890",0,0,0,5,68
"A_C_D_contig_10891",82,89,103,3,34
"A_C_D_contig_10892",0,0,0,2,44
"A_C_D_contig_10893",62,55,79,2,31
"A_C_D_contig_10894",0,0,0,5,27
"A_C_D_contig_10895",0,0,0,2,58
"A_C_D_contig_10896",0,0,0,4,39
"A_C_D_contig_10897",103,103,120,8,53
"A_C_D_contig_10898",0,0,0,2,74
"A_C_D_contig_10899",42,50,52,7,3
"A_C_D_contig_109",103,103,120,4,79
"A_C_D_contig_1090",0,0,0,2,28
"A_C_D_contig_10900",0,0,0,5,89
"A_C_D_contig_10901",51,53,64,6,71
"A_C_D_contig_10902",42,50,74,1,84
"A_C_D_contig_10903",53,52,65,1,38
"A_C_D_contig_10904",0,0,0,4,74
"A_C_D_contig_10905",54,51,63,7,54
"A_C_D_contig_10906",42,50,52,1,3
"A_C_D_contig_10907",0,0,0,6,71
"A_C_D_contig_10908",0,0,0,6,64
"A_C_D_contig_10909",0,0,0,5,1
"A_C_D_contig_1091",0,0,0,3,87
"A_C_D_contig_10910",52,49,77,6,61
"A_C_D_contig_10911",0,0,0,8,41
"A_C_D_contig_10912",26,27,34,2,39
"A_C_D_contig_10913",0,0,0,5,63
"A_C_D_contig_10914",0,0,0,8,7
"A_C_D_contig_10915",0,0,0,6,26
"A_C_D_contig_10916",0,0,0,5,8
"A_C_D_contig_10917",38,0,0,3,35
"A_C_D_contig_10918",0,0,0,2,20
"A_C_D_contig_10919",0,0,0,6,54
"A_C_D_contig_1092",3,0,0,3,12
"A_C_D_contig_10920",0,0,0,6,90
"A_C_D_contig_10921",19,35,26,2,39
"A_C_D_contig_10922",0,0,0,5,68
"A_C_D_contig_10923",0,0,0,5,85
"A_C_D_contig_10924",0,0,0,6,26
"A_C_D_contig_10925",0,0,0,3,50
"A_C_D_contig_10926",77,80,85,7,80
"A_C_D_contig_10927",56,56,71,2,31
"A_C_D_contig_10928",0,0,0,3,43
"A_C_D_contig_10929",25,26,33,3,76
"A_C_D_contig_1093",21,22,30,8,35
"A_C_D_contig_10930",25,26,33,3,76
"A_C_D_contig_10931",64,66,78,2,31
"A_C_D_contig_10932",0,0,0,6,10
"A_C_D_contig_10933",0,0,0,5,89
"A_C_D_contig_10934",0,0,0,6,3
"A_C_D_contig_10935",74,78,88,3,20
"A_C_D_contig_10936",0,0,0,1,69
"A_C_D_contig_10937",48,43,55,3,36
"A_C_D_contig_10938",0,0,0,5,4
"A_C_D_contig_10939",0,0,0,3,60
"A_C_D_contig_1094",0,0,0,8,35
"A_C_D_contig_10940",0,0,0,8,25
"A_C_D_contig_10941",0,0,0,2,44
"A_C_D_contig_10942",25,26,33,3,76
"A_C_D_contig_10943",5,5,7,3,87
"A_C_D_contig_10944",0,0,0,3,87
"A_C_D_contig_10945",63,68,75,5,89
"A_C_D_contig_10946",0,0,0,3,85
"A_C_D_contig_10947",0,0,0,6,71
"A_C_D_contig_10948",0,0,0,2,58
"A_C_D_contig_10949",53,57,68,1,84
"A_C_D_contig_1095",6,6,8,6,14
"A_C_D_contig_10950",59,58,72,3,7
"A_C_D_contig_10951",50,41,25,3,35
"A_C_D_contig_10952",0,0,0,3,76
"A_C_D_contig_10953",0,0,0,5,27
"A_C_D_contig_10954",27,23,31,4,47
"A_C_D_contig_10955",44,54,58,6,86
"A_C_D_contig_10956",0,0,0,1,80
"A_C_D_contig_10957",0,0,0,3,33
"A_C_D_contig_10958",51,53,62,6,90
"A_C_D_contig_10959",0,0,0,2,18
"A_C_D_contig_1096",74,76,0,3,24
"A_C_D_contig_10960",0,0,0,5,63
"A_C_D_contig_10961",0,0,0,2,44
"A_C_D_contig_10962",0,0,0,2,88
"A_C_D_contig_10963",0,0,0,5,63
"A_C_D_contig_10964",0,0,0,8,22
"A_C_D_contig_10965",0,0,0,5,46
"A_C_D_contig_10966",0,0,0,3,88
"A_C_D_contig_10967",0,0,0,3,34
"A_C_D_contig_10968",38,0,0,3,50
"A_C_D_contig_10969",0,0,0,3,35
"A_C_D_contig_1097",63,68,75,5,89
"A_C_D_contig_10970",46,45,57,8,36
"A_C_D_contig_10971",101,103,114,2,43
"A_C_D_contig_10972",0,0,0,8,22
"A_C_D_contig_10973",0,0,0,8,25
"A_C_D_contig_10974",49,66,80,2,82
"A_C_D_contig_10975",0,0,0,3,81
"A_C_D_contig_10976",0,0,0,5,63
"A_C_D_contig_10977",30,32,39,4,47
"A_C_D_contig_10978",0,0,0,6,90
"A_C_D_contig_10979",51,0,0,5,1
"A_C_D_contig_1098",52,49,50,6,71
"A_C_D_contig_10980",34,31,38,2,47
"A_C_D_contig_10981",0,0,0,5,68
"A_C_D_contig_10982",52,49,50,6,19
"A_C_D_contig_10983",52,49,50,6,71
"A_C_D_contig_10984",55,82,81,2,20
"A_C_D_contig_10985",56,56,56,2,47
"A_C_D_contig_10986",0,0,0,5,4
"A_C_D_contig_10987",35,35,43,2,39
"A_C_D_contig_10988",69,69,86,3,31
"A_C_D_contig_10989",0,0,0,3,48
"A_C_D_contig_1099",0,0,0,1,80
"A_C_D_contig_10990",0,0,0,8,53
"A_C_D_contig_10991",0,0,0,1,74
"A_C_D_contig_10992",0,0,0,2,70
"A_C_D_contig_10993",0,0,0,5,27
"A_C_D_contig_10994",0,0,0,1,80
"A_C_D_contig_10995",15,17,20,3,39
"A_C_D_contig_10996",0,0,0,8,35
"A_C_D_contig_10997",0,0,0,6,42
"A_C_D_contig_10998",0,0,0,1,75
"A_C_D_contig_10999",66,67,81,3,31
"A_C_D_contig_11",54,51,63,7,54
"A_C_D_contig_110",53,57,68,1,84
"A_C_D_contig_1100",0,0,0,4,74
"A_C_D_contig_11000",0,0,0,6,26
"A_C_D_contig_11001",0,0,0,6,90
"A_C_D_contig_11002",43,44,54,2,58
"A_C_D_contig_11003",56,56,71,2,58
"A_C_D_contig_11004",0,0,0,2,47
"A_C_D_contig_11005",0,0,0,6,90
"A_C_D_contig_11006",79,83,97,5,42
"A_C_D_contig_11007",0,0,0,4,17
"A_C_D_contig_11008",0,0,0,2,31
"A_C_D_contig_11009",84,96,99,3,33
"A_C_D_contig_1101",0,0,0,8,24
"A_C_D_contig_11010",44,54,58,3,36
"A_C_D_contig_11011",11,12,15,3,16
"A_C_D_contig_11012",70,0,0,3,36
"A_C_D_contig_11013",74,76,89,2,20
"A_C_D_contig_11014",0,0,0,4,29
"A_C_D_contig_11015",90,87,0,5,42
"A_C_D_contig_11016",87,0,0,5,70
"A_C_D_contig_11017",34,0,0,3,88
"A_C_D_contig_11018",0,0,0,5,70
"A_C_D_contig_11019",0,0,0,2,43
"A_C_D_contig_1102",2,2,2,6,2
"A_C_D_contig_11020",0,0,0,5,4
"A_C_D_contig_11021",0,0,0,6,90
"A_C_D_contig_11022",52,49,77,6,71
"A_C_D_contig_11023",11,12,15,3,16
"A_C_D_contig_11024",0,0,0,3,22
"A_C_D_contig_11025",0,0,0,3,5
"A_C_D_contig_11026",0,0,0,2,31
"A_C_D_contig_11027",108,114,0,5,10
"A_C_D_contig_11028",70,75,84,3,24
"A_C_D_contig_11029",0,0,0,8,41
"A_C_D_contig_1103",0,0,0,4,74
"A_C_D_contig_11030",54,51,63,6,54
"A_C_D_contig_11031",0,0,0,1,55
"A_C_D_contig_11032",13,16,18,3,45
"A_C_D_contig_11033",77,80,85,1,80
"A_C_D_contig_11034",0,0,0,6,71
"A_C_D_contig_11035",0,0,0,8,25
"A_C_D_contig_11036",0,0,0,3,88
"A_C_D_contig_11037",0,0,0,1,54
"A_C_D_contig_11038",0,0,0,5,39
"A_C_D_contig_11039",58,59,70,2,51
"A_C_D_contig_1104",20,21,28,5,40
"A_C_D_contig_11040",0,0,0,2,9
"A_C_D_contig_11041",65,65,76,3,15
"A_C_D_contig_11042",0,0,0,5,10
"A_C_D_contig_11043",0,0,0,5,6
"A_C_D_contig_11044",0,0,0,8,35
"A_C_D_contig_11045",43,0,0,2,58
"A_C_D_contig_11046",0,0,0,7,3
"A_C_D_contig_11047",0,0,0,2,41
"A_C_D_contig_11048",78,81,96,4,74
"A_C_D_contig_11049",69,69,86,2,20
"A_C_D_contig_1105",74,0,0,2,31
"A_C_D_contig_11050",31,30,40,3,88
"A_C_D_contig_11051",0,0,0,6,40
"A_C_D_contig_11052",0,0,0,5,42
"A_C_D_contig_11053",0,0,0,8,88
"A_C_D_contig_11054",0,0,0,5,1
"A_C_D_contig_11055",74,0,0,2,9
"A_C_D_contig_11056",0,0,0,3,48
"A_C_D_contig_11057",0,0,0,6,71
"A_C_D_contig_11058",70,87,0,3,7
"A_C_D_contig_11059",82,89,103,3,34
"A_C_D_contig_1106",49,47,60,5,86
"A_C_D_contig_11060",0,0,0,2,74
"A_C_D_contig_11061",0,0,0,3,23
