"contig","metabat.1","metabat.4"
"contig_11138",0,0
"contig_11139",11,11
"contig_1114",0,0
"contig_11140",0,0
"contig_11141",23,22
"contig_11142",0,0
"contig_11143",0,20
"contig_11144",0,0
"contig_11145",0,0
"contig_11146",0,0
"contig_11147",0,0
"contig_11148",0,0
"contig_11149",0,0
"contig_1115",29,29
"contig_11150",0,0
"contig_11151",0,0
"contig_11152",0,0
"contig_11153",0,0
"contig_11154",0,0
"contig_11155",0,0
"contig_11156",24,23
"contig_11157",0,0
"contig_11158",0,0
"contig_11159",0,0
"contig_1116",0,0
"contig_11160",0,0
"contig_11161",0,0
"contig_11162",0,0
"contig_11163",16,16
"contig_11164",0,0
"contig_11165",20,20
"contig_11166",0,20
"contig_11167",0,0
"contig_11168",0,0
"contig_11169",16,16
"contig_1117",12,13
"contig_11170",23,22
"contig_11171",0,0
"contig_11172",0,0
"contig_11173",0,0
"contig_11174",0,0
"contig_11175",0,0
"contig_11176",20,20
"contig_11177",0,0
"contig_11178",0,0
"contig_11179",19,19
"contig_1118",7,8
"contig_11180",11,11
"contig_11181",0,0
"contig_11182",0,0
"contig_11183",0,0
"contig_11184",0,0
"contig_11185",0,0
"contig_11186",0,0
"contig_11187",0,0
"contig_11188",0,0
"contig_11189",33,33
"contig_1119",13,15
"contig_11190",0,0
"contig_11191",0,0
"contig_11192",0,0
"contig_11193",0,21
"contig_11194",0,0
"contig_11195",0,0
"contig_11196",10,9
"contig_11197",0,0
"contig_11198",0,0
"contig_11199",0,0
"contig_112",3,3
"contig_1120",0,0
"contig_11200",0,0
"contig_11201",0,0
"contig_11202",0,0
"contig_11203",0,0
"contig_11204",0,0
"contig_11205",0,20
"contig_11206",0,0
"contig_11207",29,29
"contig_11208",0,0
"contig_11209",0,0
"contig_1121",2,2
"contig_11210",0,0
"contig_11211",31,32
"contig_11212",0,0
"contig_11213",0,0
"contig_11214",13,15
"contig_11215",0,0
"contig_11216",0,0
"contig_11217",0,0
"contig_11218",0,0
"contig_11219",0,0
"contig_1122",0,0
"contig_11220",0,0
"contig_11221",0,0
"contig_11222",0,0
"contig_11223",24,23
"contig_11224",0,0
"contig_11225",19,19
"contig_11226",10,9
"contig_11227",0,0
"contig_11228",29,29
"contig_11229",0,0
"contig_1123",2,2
"contig_11230",0,0
"contig_11231",23,22
"contig_11232",0,0
"contig_11233",0,0
"contig_11234",0,0
"contig_11235",0,0
"contig_11236",0,0
"contig_11237",0,0
"contig_11238",0,0
"contig_11239",20,20
"contig_1124",24,23
"contig_11240",0,0
"contig_11241",0,0
"contig_11242",0,0
"contig_11243",0,0
"contig_11244",0,0
"contig_11245",0,0
"contig_11246",0,0
"contig_11247",0,0
"contig_11248",0,0
"contig_11249",0,0
"contig_1125",0,0
"contig_11250",11,11
"contig_11251",0,0
"contig_11252",0,0
"contig_11253",0,0
"contig_11254",11,11
"contig_11255",0,0
"contig_11256",0,0
"contig_11257",0,0
"contig_11258",0,0
"contig_11259",0,0
"contig_1126",12,13
"contig_11260",0,0
"contig_11261",0,0
"contig_11262",0,0
"contig_11263",0,0
"contig_11264",0,0
"contig_11265",31,32
"contig_11266",0,0
"contig_11267",0,0
"contig_11268",0,0
"contig_11269",20,20
"contig_1127",0,0
"contig_11270",0,0
"contig_11271",0,0
"contig_11272",0,0
"contig_11273",0,0
"contig_11274",20,20
"contig_11275",0,0
"contig_11276",0,0
"contig_11277",0,0
"contig_11278",0,0
"contig_11279",0,0
"contig_1128",0,0
"contig_11280",33,33
"contig_11281",0,0
"contig_11282",23,22
"contig_11283",0,0
"contig_11284",11,11
"contig_11285",0,0
"contig_11286",0,0
"contig_11287",0,0
"contig_11288",29,29
"contig_11289",0,0
"contig_1129",0,0
"contig_11290",0,0
"contig_11291",33,33
"contig_11292",23,22
"contig_11293",0,0
"contig_11294",0,0
"contig_11295",0,0
"contig_11296",0,0
"contig_11297",0,0
"contig_11298",0,0
"contig_11299",0,0
"contig_113",14,13
"contig_1130",0,0
"contig_11300",19,19
"contig_11301",0,0
"contig_11302",0,0
"contig_11303",0,0
"contig_11304",0,0
"contig_11305",0,0
"contig_11306",23,22
"contig_11307",0,0
"contig_11308",0,0
"contig_11309",0,0
"contig_1131",6,7
"contig_11310",0,0
"contig_11311",20,20
"contig_11312",0,0
"contig_11313",0,0
"contig_11314",0,0
"contig_11315",11,11
"contig_11316",0,0
"contig_11317",0,0
"contig_11318",0,0
"contig_11319",0,0
"contig_1132",0,0
"contig_11320",0,0
"contig_11321",0,0
"contig_11322",0,0
"contig_11323",26,26
"contig_11324",32,0
"contig_11325",0,0
"contig_11326",0,0
"contig_11327",33,33
"contig_11328",0,0
"contig_11329",0,0
"contig_1133",0,0
"contig_11330",0,0
"contig_11331",0,0
"contig_11332",0,0
"contig_11333",0,0
"contig_11334",0,0
"contig_11335",0,0
"contig_11336",0,0
"contig_11337",0,0
"contig_11338",0,0
"contig_11339",0,0
"contig_1134",19,19
"contig_11340",0,0
"contig_11341",19,19
"contig_11342",31,32
"contig_11343",0,0
"contig_11344",0,0
"contig_11345",0,0
"contig_11346",11,11
"contig_11347",27,27
"contig_11348",0,0
"contig_11349",0,0
"contig_1135",0,0
"contig_11350",0,0
"contig_11351",0,0
"contig_11352",0,0
"contig_11353",20,20
"contig_11354",29,29
"contig_11355",0,0
"contig_11356",0,0
"contig_11357",0,0
"contig_11358",0,0
"contig_11359",0,0
"contig_1136",0,0
"contig_11360",0,0
"contig_11361",0,0
"contig_11362",0,0
"contig_11363",0,0
"contig_11364",0,0
"contig_11365",0,0
"contig_11366",0,0
"contig_11367",33,33
"contig_11368",0,0
"contig_11369",0,0
"contig_1137",0,0
"contig_11370",0,0
"contig_11371",0,0
"contig_11372",0,0
"contig_11373",0,0
"contig_11374",0,0
"contig_11375",10,9
"contig_11376",33,33
"contig_11377",0,0
"contig_11378",0,0
"contig_11379",0,0
"contig_1138",0,0
"contig_11380",0,0
"contig_11381",0,0
"contig_11382",31,32
"contig_11383",0,0
"contig_11384",0,0
"contig_11385",29,29
"contig_11386",0,0
"contig_11387",0,0
"contig_11388",0,0
"contig_11389",0,0
"contig_1139",0,0
"contig_11390",0,0
"contig_11391",0,0
"contig_11392",0,0
"contig_11393",22,22
"contig_11394",0,0
"contig_11395",0,0
"contig_11396",0,0
"contig_11397",0,0
"contig_11398",0,0
"contig_11399",0,0
"contig_114",3,3
"contig_1140",3,3
"contig_11400",0,0
"contig_11401",0,0
"contig_11402",0,0
"contig_11403",20,20
"contig_11404",0,0
"contig_11405",0,0
"contig_11406",8,0
"contig_11407",0,0
"contig_11408",0,0
"contig_11409",29,29
"contig_1141",17,17
"contig_11410",0,0
"contig_11411",0,0
"contig_11412",0,0
"contig_11413",0,0
"contig_11414",0,0
"contig_11415",0,0
"contig_11416",0,0
"contig_11417",0,0
"contig_11418",0,0
"contig_11419",0,0
"contig_1142",0,0
"contig_11420",0,0
"contig_11421",0,0
"contig_11422",0,0
"contig_11423",26,26
"contig_11424",0,0
"contig_11425",0,0
"contig_11426",0,0
"contig_11427",0,0
"contig_11428",0,0
"contig_11429",23,22
"contig_1143",3,3
"contig_11430",0,0
"contig_11431",0,0
"contig_11432",0,0
"contig_11433",0,0
"contig_11434",0,0
"contig_11435",31,32
"contig_11436",0,0
"contig_11437",23,22
"contig_11438",0,0
"contig_11439",0,0
"contig_1144",14,13
"contig_11440",0,0
"contig_11441",0,0
"contig_11442",0,0
"contig_11443",11,11
"contig_11444",11,11
"contig_11445",0,0
"contig_11446",0,0
"contig_11447",0,0
"contig_11448",4,4
"contig_11449",0,0
"contig_1145",0,0
"contig_11450",0,0
"contig_11451",19,19
"contig_11452",0,0
"contig_11453",26,26
"contig_11454",0,0
"contig_11455",26,26
"contig_11456",0,0
"contig_11457",0,4
"contig_11458",0,0
"contig_11459",0,0
"contig_1146",0,0
"contig_11460",0,0
"contig_11461",11,11
"contig_11462",0,0
"contig_11463",0,0
"contig_11464",0,0
"contig_11465",24,23
"contig_11466",0,0
"contig_11467",0,0
"contig_11468",33,33
"contig_11469",32,0
"contig_1147",0,0
"contig_11470",0,0
"contig_11471",0,0
"contig_11472",0,0
"contig_11473",0,0
"contig_11474",0,0
"contig_11475",0,0
"contig_11476",0,0
"contig_11477",0,0
"contig_11478",0,0
"contig_11479",0,0
"contig_1148",7,8
"contig_11480",0,0
"contig_11481",0,0
"contig_11482",0,0
"contig_11483",0,0
"contig_11484",0,0
"contig_11485",0,0
"contig_11486",0,0
"contig_11487",16,16
"contig_11488",16,16
"contig_11489",0,0
"contig_1149",0,0
"contig_11490",0,0
"contig_11491",0,0
"contig_11492",0,0
"contig_11493",0,0
"contig_11494",0,0
"contig_11495",33,33
"contig_11496",0,0
"contig_11497",0,0
"contig_11498",0,0
"contig_11499",0,0
"contig_115",2,2
"contig_1150",12,13
"contig_11500",0,0
"contig_11501",20,20
"contig_11502",0,0
"contig_11503",32,0
"contig_11504",29,29
"contig_11505",16,16
"contig_11506",32,0
"contig_11507",0,0
"contig_11508",0,0
"contig_11509",0,0
"contig_1151",0,0
"contig_11510",0,0
"contig_11511",0,0
"contig_11512",0,0
"contig_11513",0,0
"contig_11514",0,0
"contig_11515",0,0
"contig_11516",0,0
"contig_11517",0,0
"contig_11518",0,0
"contig_11519",26,26
"contig_1152",3,3
"contig_11520",0,0
"contig_11521",31,32
"contig_11522",0,0
"contig_11523",0,0
"contig_11524",0,0
"contig_11525",0,0
"contig_11526",0,0
"contig_11527",33,33
"contig_11528",0,0
"contig_11529",33,33
"contig_1153",3,3
"contig_11530",0,0
"contig_11531",0,0
"contig_11532",0,0
"contig_11533",33,33
"contig_11534",0,0
"contig_11535",19,19
"contig_11536",0,0
"contig_11537",0,0
"contig_11538",0,0
"contig_11539",0,0
"contig_1154",0,0
"contig_11540",0,0
"contig_11541",0,0
"contig_11542",0,0
"contig_11543",0,0
"contig_11544",0,0
"contig_11545",32,0
"contig_11546",0,0
"contig_11547",0,0
"contig_11548",0,0
"contig_11549",0,0
"contig_1155",2,2
"contig_11550",20,20
"contig_11551",19,19
"contig_11552",0,0
"contig_11553",0,0
"contig_11554",0,0
"contig_11555",10,9
"contig_11556",0,0
"contig_11557",0,0
"contig_11558",0,0
"contig_11559",23,22
"contig_1156",13,15
"contig_11560",0,0
"contig_11561",20,20
"contig_11562",0,0
"contig_11563",0,0
"contig_11564",0,0
"contig_11565",0,0
"contig_11566",0,0
"contig_11567",31,32
"contig_11568",0,0
"contig_11569",0,0
"contig_1157",0,0
"contig_11570",0,0
"contig_11571",0,0
"contig_11572",0,0
"contig_11573",0,0
"contig_11574",0,0
"contig_11575",0,0
"contig_11576",0,0
"contig_11577",0,0
"contig_11578",0,0
"contig_11579",0,0
"contig_1158",0,0
"contig_11580",0,0
"contig_11581",19,19
"contig_11582",0,0
"contig_11583",0,0
"contig_11584",0,0
"contig_11585",0,0
"contig_11586",0,0
"contig_11587",0,0
"contig_11588",0,0
"contig_11589",0,0
"contig_1159",13,15
"contig_11590",23,22
"contig_11591",0,0
"contig_11592",0,0
"contig_11593",0,0
"contig_11594",33,33
"contig_11595",0,0
"contig_11596",0,0
"contig_11597",0,0
"contig_11598",31,32
"contig_11599",24,23
"contig_116",2,2
"contig_1160",0,0
"contig_11600",0,0
"contig_11601",0,0
"contig_11602",19,19
"contig_11603",13,15
"contig_11604",0,0
"contig_11605",0,0
"contig_11606",23,22
"contig_11607",0,0
"contig_11608",0,0
"contig_11609",0,0
"contig_1161",0,0
"contig_11610",0,0
"contig_11611",0,0
"contig_11612",23,22
"contig_11613",0,0
"contig_11614",31,32
"contig_11615",0,0
"contig_11616",0,0
"contig_11617",0,0
"contig_11618",0,0
"contig_11619",0,0
"contig_1162",3,3
"contig_11620",33,33
"contig_11621",0,0
"contig_11622",20,20
"contig_11623",0,0
"contig_11624",0,0
"contig_11625",11,11
"contig_11626",0,0
"contig_11627",0,0
"contig_11628",0,0
"contig_11629",0,0
"contig_1163",0,0
"contig_11630",0,0
"contig_11631",0,0
"contig_11632",20,20
"contig_11633",0,0
"contig_11634",0,0
"contig_11635",0,0
"contig_11636",11,11
"contig_11637",0,0
"contig_11638",0,0
"contig_11639",0,0
"contig_1164",2,2
"contig_11640",0,0
"contig_11641",0,0
"contig_11642",0,0
"contig_11643",23,22
"contig_11644",0,0
"contig_11645",0,0
"contig_11646",0,0
"contig_11647",0,0
"contig_11648",10,9
"contig_11649",0,0
"contig_1165",0,0
"contig_11650",0,0
"contig_11651",0,0
"contig_11652",0,0
"contig_11653",11,11
"contig_11654",0,0
"contig_11655",0,0
"contig_11656",0,0
"contig_11657",0,0
"contig_11658",0,0
"contig_11659",0,0
"contig_1166",0,0
"contig_11660",0,0
"contig_11661",0,0
"contig_11662",4,4
"contig_11663",0,0
"contig_11664",0,0
"contig_11665",0,0
"contig_11666",0,0
"contig_11667",0,0
"contig_11668",0,0
"contig_11669",0,0
"contig_1167",2,2
"contig_11670",0,0
"contig_11671",0,0
"contig_11672",23,22
"contig_11673",0,0
"contig_11674",0,0
"contig_11675",0,0
"contig_11676",0,0
"contig_11677",0,0
"contig_11678",0,0
"contig_11679",20,20
"contig_1168",0,0
"contig_11680",27,27
"contig_11681",0,0
"contig_11682",23,22
"contig_11683",0,0
"contig_11684",0,0
"contig_11685",0,0
"contig_11686",23,22
"contig_11687",0,0
"contig_11688",0,0
"contig_11689",0,0
"contig_1169",2,2
"contig_11690",0,0
"contig_11691",0,0
"contig_11692",0,0
"contig_11693",0,0
"contig_11694",0,0
"contig_11695",0,0
"contig_11696",0,0
"contig_11697",0,0
"contig_11698",0,0
"contig_11699",0,0
"contig_117",7,8
"contig_1170",0,0
"contig_11700",0,0
"contig_11701",0,0
"contig_11702",0,0
"contig_11703",20,20
"contig_11704",19,19
"contig_11705",0,0
"contig_11706",0,0
"contig_11707",0,0
"contig_11708",23,22
"contig_11709",0,0
"contig_1171",0,0
"contig_11710",33,33
"contig_11711",0,0
"contig_11712",0,0
"contig_11713",0,0
"contig_11714",0,0
"contig_11715",0,0
"contig_11716",0,0
"contig_11717",0,0
"contig_11718",26,26
"contig_11719",0,0
"contig_1172",0,0
"contig_11720",0,0
"contig_11721",0,0
"contig_11722",0,0
"contig_11723",0,0
"contig_11724",0,0
"contig_11725",0,0
"contig_11726",0,0
"contig_11727",0,0
"contig_11728",0,0
"contig_11729",0,0
"contig_1173",3,3
"contig_11730",0,0
"contig_11731",0,0
"contig_11732",0,0
"contig_11733",0,0
"contig_11734",11,11
"contig_11735",0,0
"contig_11736",0,0
"contig_11737",0,0
"contig_11738",0,0
"contig_11739",22,22
"contig_1174",0,0
"contig_11740",0,0
"contig_11741",0,0
"contig_11742",0,0
"contig_11743",0,0
"contig_11744",0,0
"contig_11745",20,20
"contig_11746",10,9
"contig_11747",0,0
"contig_11748",0,0
"contig_11749",33,33
"contig_1175",0,2
"contig_11750",0,0
"contig_11751",0,0
"contig_11752",0,0
"contig_11753",0,0
"contig_11754",33,33
"contig_11755",0,0
"contig_11756",20,20
"contig_11757",0,0
"contig_11758",0,0
"contig_11759",0,0
"contig_1176",13,15
"contig_11760",26,26
"contig_11761",0,0
"contig_11762",31,32
"contig_11763",0,0
"contig_11764",0,0
"contig_11765",24,23
"contig_11766",0,0
"contig_11767",0,0
"contig_11768",0,0
"contig_11769",0,0
"contig_1177",0,0
"contig_11770",0,0
"contig_11771",0,0
"contig_11772",0,0
"contig_11773",0,0
"contig_11774",0,0
"contig_11775",0,0
"contig_11776",0,0
"contig_11777",0,0
"contig_11778",0,0
"contig_11779",0,0
"contig_1178",0,0
"contig_11780",0,0
"contig_11781",0,0
"contig_11782",19,19
"contig_11783",0,0
"contig_11784",31,32
"contig_11785",0,0
"contig_11786",29,29
"contig_11787",0,0
"contig_11788",0,0
"contig_11789",20,20
"contig_1179",20,20
"contig_11790",0,0
"contig_11791",0,0
"contig_11792",0,0
"contig_11793",0,0
"contig_11794",0,0
"contig_11795",33,33
"contig_11796",31,32
"contig_11797",0,0
"contig_11798",0,0
"contig_11799",32,0
"contig_118",2,2
"contig_1180",9,10
"contig_11800",0,0
"contig_11801",0,0
"contig_11802",0,0
"contig_11803",0,0
"contig_11804",0,0
"contig_11805",0,0
"contig_11806",27,27
"contig_11807",19,19
"contig_11808",0,0
"contig_11809",0,0
"contig_1181",3,3
"contig_11810",20,20
"contig_11811",0,0
"contig_11812",10,9
"contig_11813",0,0
"contig_11814",0,0
"contig_11815",0,0
"contig_11816",0,0
"contig_11817",0,0
"contig_11818",0,0
"contig_11819",0,0
"contig_1182",0,0
"contig_11820",26,26
"contig_11821",0,0
"contig_11822",31,32
"contig_11823",0,0
"contig_11824",0,0
"contig_11825",0,0
"contig_11826",33,33
"contig_11827",0,0
"contig_11828",0,0
"contig_11829",0,0
"contig_1183",0,0
"contig_11830",21,21
"contig_11831",0,0
"contig_11832",0,0
"contig_11833",0,0
"contig_11834",0,0
"contig_11835",0,0
"contig_11836",0,0
"contig_11837",0,0
"contig_11838",0,0
"contig_11839",0,0
"contig_1184",2,2
"contig_11840",0,0
"contig_11841",0,0
"contig_11842",0,0
"contig_11843",0,0
"contig_11844",0,0
"contig_11845",33,33
"contig_11846",0,0
"contig_11847",0,0
"contig_11848",0,0
"contig_11849",33,33
"contig_1185",0,0
"contig_11850",0,0
"contig_11851",26,26
"contig_11852",20,20
"contig_11853",0,0
"contig_11854",25,25
"contig_11855",0,0
"contig_11856",0,0
"contig_11857",29,29
"contig_11858",0,0
"contig_11859",0,0
"contig_1186",0,0
"contig_11860",0,0
"contig_11861",0,0
"contig_11862",0,0
"contig_11863",22,22
"contig_11864",0,0
"contig_11865",0,0
"contig_11866",0,0
"contig_11867",0,0
"contig_11868",0,0
"contig_11869",0,0
"contig_1187",7,8
"contig_11870",0,0
"contig_11871",0,0
"contig_11872",0,0
"contig_11873",23,22
"contig_11874",0,0
"contig_11875",0,0
"contig_11876",0,0
"contig_11877",29,29
"contig_11878",0,0
"contig_11879",0,0
"contig_1188",3,3
"contig_11880",0,0
"contig_11881",0,0
"contig_11882",0,0
"contig_11883",26,26
"contig_11884",0,0
"contig_11885",0,0
"contig_11886",0,0
"contig_11887",31,32
"contig_11888",0,0
"contig_11889",0,0
"contig_1189",10,9
"contig_11890",0,0
"contig_11891",0,0
"contig_11892",30,31
"contig_11893",0,0
"contig_11894",0,0
"contig_11895",0,0
"contig_11896",0,0
"contig_11897",0,0
"contig_11898",0,0
"contig_11899",0,0
"contig_119",0,12
"contig_1190",0,0
"contig_11900",20,20
"contig_11901",0,0
"contig_11902",0,0
"contig_11903",0,0
"contig_11904",19,19
"contig_11905",0,0
"contig_11906",0,0
"contig_11907",0,0
"contig_11908",0,0
"contig_11909",24,23
"contig_1191",0,0
"contig_11910",0,0
"contig_11911",0,0
"contig_11912",19,19
"contig_11913",0,0
"contig_11914",0,0
"contig_11915",0,0
"contig_11916",0,0
"contig_11917",0,0
"contig_11918",0,0
"contig_11919",20,20
"contig_1192",2,2
"contig_11920",0,20
"contig_11921",0,0
"contig_11922",0,0
"contig_11923",0,0
"contig_11924",29,29
"contig_11925",0,0
"contig_11926",19,19
"contig_11927",0,0
"contig_11928",0,0
"contig_11929",0,0
"contig_1193",0,0
"contig_11930",26,26
"contig_11931",0,0
"contig_11932",0,0
"contig_11933",0,0
"contig_11934",0,0
"contig_11935",26,26
"contig_11936",0,0
"contig_11937",0,0
"contig_11938",0,0
"contig_11939",0,0
"contig_1194",0,0
"contig_11940",0,0
"contig_11941",0,0
"contig_11942",0,0
"contig_11943",23,22
"contig_11944",0,0
"contig_11945",0,0
"contig_11946",0,0
"contig_11947",0,0
"contig_11948",0,0
"contig_11949",0,0
"contig_1195",3,3
"contig_11950",0,0
"contig_11951",0,0
"contig_11952",0,0
"contig_11953",0,0
"contig_11954",33,33
"contig_11955",0,0
"contig_11956",0,0
"contig_11957",0,0
"contig_11958",24,23
"contig_11959",20,20
"contig_1196",9,10
"contig_11960",19,19
"contig_11961",0,0
"contig_11962",0,0
"contig_11963",0,0
"contig_11964",0,0
"contig_11965",23,22
"contig_11966",24,23
"contig_11967",0,0
"contig_11968",0,0
"contig_11969",0,0
"contig_1197",0,0
"contig_11970",0,0
"contig_11971",29,29
"contig_11972",22,22
"contig_11973",0,0
"contig_11974",0,0
"contig_11975",0,0
"contig_11976",0,0
"contig_11977",0,0
"contig_11978",24,23
"contig_11979",0,0
"contig_1198",3,3
"contig_11980",0,0
"contig_11981",0,0
"contig_11982",0,22
"contig_11983",19,19
"contig_11984",26,26
"contig_11985",0,0
"contig_11986",0,0
"contig_11987",0,0
"contig_11988",0,0
"contig_11989",0,0
"contig_1199",2,2
"contig_11990",0,0
"contig_11991",0,0
"contig_11992",0,0
"contig_11993",0,0
"contig_11994",0,0
"contig_11995",0,0
"contig_11996",32,0
"contig_11997",0,0
"contig_11998",0,0
"contig_11999",0,0
"contig_12",17,17
"contig_120",3,3
"contig_1200",0,0
"contig_12000",0,0
"contig_12001",0,0
"contig_12002",24,23
"contig_12003",0,0
"contig_12004",31,32
"contig_12005",0,0
"contig_12006",0,0
"contig_12007",0,0
"contig_12008",13,15
"contig_12009",26,26
"contig_1201",2,2
"contig_12010",29,29
"contig_12011",0,0
"contig_12012",23,22
"contig_12013",0,0
"contig_12014",0,0
"contig_12015",0,0
"contig_12016",31,32
"contig_12017",23,22
"contig_12018",0,0
"contig_12019",0,0
"contig_1202",0,0
"contig_12020",0,0
"contig_12021",0,0
"contig_12022",0,0
"contig_12023",0,0
"contig_12024",0,0
"contig_12025",31,32
"contig_12026",0,0
"contig_12027",21,21
"contig_12028",0,0
"contig_12029",0,0
"contig_1203",0,0
"contig_12030",0,0
"contig_12031",24,23
"contig_12032",0,0
"contig_12033",0,0
"contig_12034",0,0
"contig_12035",0,0
"contig_12036",0,0
"contig_12037",0,0
"contig_12038",0,0
"contig_12039",0,0
"contig_1204",3,3
"contig_12040",0,0
"contig_12041",0,0
"contig_12042",0,0
"contig_12043",0,0
"contig_12044",0,0
"contig_12045",20,20
"contig_12046",0,0
"contig_12047",26,26
"contig_12048",0,0
"contig_12049",0,0
"contig_1205",0,0
"contig_12050",0,0
"contig_12051",0,0
"contig_12052",23,22
"contig_12053",0,0
"contig_12054",0,0
"contig_12055",0,0
"contig_12056",0,0
"contig_12057",0,0
"contig_12058",0,0
"contig_12059",0,0
"contig_1206",13,15
"contig_12060",0,0
"contig_12061",0,0
"contig_12062",0,0
"contig_12063",0,0
"contig_12064",0,0
"contig_12065",0,0
"contig_12066",33,33
"contig_12067",0,0
"contig_12068",0,0
"contig_12069",0,0
"contig_1207",3,3
"contig_12070",0,0
"contig_12071",0,0
"contig_12072",0,0
"contig_12073",0,0
"contig_12074",0,0
"contig_12075",0,0
"contig_12076",0,0
"contig_12077",26,26
"contig_12078",0,0
"contig_12079",23,22
"contig_1208",13,15
"contig_12080",0,0
"contig_12081",20,20
"contig_12082",0,0
"contig_12083",0,0
"contig_12084",0,0
"contig_12085",0,0
"contig_12086",19,19
"contig_12087",0,0
"contig_12088",0,0
"contig_12089",0,0
"contig_1209",0,0
"contig_12090",0,0
"contig_12091",0,0
"contig_12092",0,0
"contig_12093",0,0
